W,Tag,Class,D(x)
free,A,MP,0.0000508
right,A,MP,0.00005061
tasty,A,MP,0.00005028
personal,A,MP,0.0000478
pleasantly,R,MP,0.00004761
classic,A,MP,0.0000474
forward,R,MP,0.00004728
efficient,A,MP,0.0000467
human,A,MP,0.0000461
simple,A,MP,0.0000455
modern,A,MP,0.0000443
cozy,A,MP,0.0000424
pricey,A,MP,0.00004223
wonderfully,R,MP,0.000042
real,A,MP,0.0000411
elegant,A,MP,0.00003924
next,A,MP,0.00003921
italian,A,MP,0.000039
important,A,MP,0.0000384
many,A,MP,0.00003806
glad,A,MP,0.0000374
spectacular,A,MP,0.00003735
nicely,R,MP,0.0000355
phenomenal,A,MP,0.00003511
warm,A,MP,0.0000347
local,A,MP,0.00003454
complimentary,A,MP,0.0000337
prompt,A,MP,0.00003354
charming,A,MP,0.0000335
early,A,MP,0.0000325
extensive,A,MP,0.00003243
easily,R,MP,0.0000318
fascinating,A,MP,0.0000318
intimate,A,MP,0.00003168
courteous,A,MP,0.00003152
reasonably,R,MP,0.00003114
exquisite,A,MP,0.00003094
hilarious,A,MP,0.0000309
underrated,A,MP,0.0000306
intrusive,A,MP,0.0000303
welcome,A,MP,0.0000299
now,R,MP,0.000029
recently,R,MP,0.0000289
strong,A,MP,0.0000282
sometimes,R,MP,0.0000281
spacious,A,MP,0.0000275
full,A,MP,0.0000272
generous,A,MP,0.00002685
american,A,MP,0.0000268
intense,A,MP,0.0000265
light,A,MP,0.0000265
unusual,A,MP,0.0000263
french,A,MP,0.0000261
flavorful,A,MP,0.00002603
stunning,A,MP,0.0000258
worth,A,MP,0.0000253
live,A,MP,0.000025
impressed,A,MP,0.0000244
quick,A,MP,0.0000243
private,A,MP,0.0000242
immediately,R,MP,0.000024
emotional,A,MP,0.0000239
casual,A,MP,0.0000238
dark,A,MP,0.0000237
rich,A,MP,0.0000236
complex,A,MP,0.0000229
minor,A,MP,0.0000229
magnificent,A,MP,0.0000226
realistic,A,MP,0.0000225
sweet,A,MP,0.0000223
personable,A,MP,0.0000221
wide,A,MP,0.0000221
traditional,A,MP,0.000022
subtle,A,MP,0.0000219
unexpected,A,MP,0.0000219
gorgeous,A,MP,0.0000218
super,A,MP,0.0000217
solid,A,MP,0.0000214
yummy,A,MP,0.0000214
authentic,A,MP,0.0000213
lively,A,MP,0.0000212
informative,A,MP,0.0000205
close,A,MP,0.0000203
still,R,MP,0.00002013
extraordinary,A,MP,0.0000201
relaxing,A,MP,0.0000194
certainly,R,MP,0.0000193
outdoor,A,MP,0.0000193
remarkable,A,MP,0.0000189
brilliantly,R,MP,0.0000187
affordable,A,MP,0.0000186
gracious,A,MP,0.0000186
marvelous,A,MP,0.0000184
negative,A,MP,0.0000184
satisfied,A,MP,0.0000184
flawless,A,MP,0.0000181
together,R,MP,0.0000181
refreshing,A,MP,0.0000179
surprisingly,R,MP,0.0000177
innovative,A,MP,0.0000173
social,A,MP,0.0000173
inventive,A,MP,0.0000171
thoughtful,A,MP,0.0000169
energetic,A,MP,0.0000163
vibrant,A,MP,0.0000163
such,A,MP,0.0000161
hooked,A,MP,0.000016
consistent,A,MP,0.0000157
everyday,A,MP,0.0000157
impressive,A,MP,0.0000157
classy,A,MP,0.0000153
delighted,A,MP,0.0000153
comedic,A,MP,0.0000152
daily,A,MP,0.0000152
top-notch,A,MP,0.0000152
tremendous,A,MP,0.0000151
amazingly,R,MP,0.000015
unforgettable,A,MP,0.0000148
all-time,A,MP,0.0000147
best,R,MP,0.0000146
tragic,A,MP,0.0000146
equally,R,MP,0.0000143
timely,A,MP,0.0000143
deep,A,MP,0.0000142
imaginative,A,MP,0.0000142
polite,A,MP,0.0000142
5th,A,MP,0.0000141
inspiring,A,MP,0.0000141
once,R,MP,0.0000141
second,A,MP,0.0000138
absolute,A,MP,0.0000137
late,A,MP,0.0000137
overall,R,MP,0.0000137
touching,A,MP,0.0000137
exceptionally,R,MP,0.0000135
larger,A,MP,0.0000135
effective,A,MP,0.0000134
sophisticated,A,MP,0.0000134
seasonal,A,MP,0.0000133
definite,A,MP,0.0000131
divine,A,MP,0.0000131
breathtaking,A,MP,0.0000128
diverse,A,MP,0.0000128
various,A,MP,0.0000128
natural,A,MP,0.0000127
satisfying,A,MP,0.0000127
grilled,A,MP,0.0000125
magical,A,MP,0.0000124
deeply,R,MP,0.0000123
poignant,A,MP,0.0000123
upscale,A,MP,0.0000122
famous,A,MP,0.0000121
witty,A,MP,0.0000119
familiar,A,MP,0.0000118
vivid,A,MP,0.0000117
close,R,MP,0.0000116
contemporary,A,MP,0.0000116
varied,A,MP,0.0000115
convenient,A,MP,0.0000114
plentiful,A,MP,0.0000114
unobtrusive,A,MP,0.0000114
riveting,A,MP,0.0000113
western,A,MP,0.0000112
central,A,MP,0.0000111
safe,A,MP,0.000011
ample,A,MP,0.0000108
greatest,A,MP,0.0000108
delectable,A,MP,0.0000105
present,A,MP,0.0000105
strongly,R,MP,0.0000105
timeless,A,MP,0.0000105
expertly,R,MP,0.0000104
superbly,R,MP,0.0000104
hidden,A,MP,0.0000103
most,A,MP,0.0000103
anywhere,R,MP,0.0000102
visual,A,MP,0.00001
excellently,R,MP,0.00000998
first,R,MP,0.00000997
really,R,MP,0.00000995
recent,A,MP,0.00000992
sublime,A,MP,0.00000991
healthy,A,MP,0.00000987
fellow,A,MP,0.00000984
pure,A,MP,0.00000969
surprising,A,MP,0.00000966
outside,A,MP,0.0000096
smooth,A,MP,0.00000956
brutal,A,MP,0.00000954
continental,A,MP,0.00000954
paced,A,MP,0.00000954
splendid,A,MP,0.0000095
future,A,MP,0.00000946
skeptical,A,MP,0.0000094
current,A,MP,0.00000937
immensely,R,MP,0.00000935
political,A,MP,0.0000092
stuffy,A,MP,0.0000091
eclectic,A,MP,0.00000907
exciting,A,MP,0.00000902
patient,A,MP,0.000009
crisp,A,MP,0.00000899
lucky,A,MP,0.00000898
ideal,A,MP,0.00000886
seamlessly,R,MP,0.00000878
unsettling,A,MP,0.00000875
european,A,MP,0.00000874
open,A,MP,0.00000871
near,A,MP,0.00000866
alive,A,MP,0.00000864
engaging,A,MP,0.00000859
historic,A,MP,0.00000838
organic,A,MP,0.00000832
regular,A,MP,0.00000831
picky,A,MP,0.0000083
intelligent,A,MP,0.00000828
indian,A,MP,0.00000826
genuine,A,MP,0.00000824
fully,R,MP,0.00000816
leisurely,A,MP,0.0000081
proud,A,MP,0.0000081
scrumptious,A,MP,0.0000081
stylish,A,MP,0.00000809
compelling,A,MP,0.00000805
ultimate,A,MP,0.00000802
promptly,R,MP,0.00000789
gripping,A,MP,0.00000781
wild,A,MP,0.00000778
indeed,R,MP,0.00000777
moderate,A,MP,0.00000766
accessible,A,MP,0.00000765
british,A,MP,0.00000764
calm,A,MP,0.00000762
importantly,R,MP,0.00000759
warmly,R,MP,0.00000751
emotionally,R,MP,0.00000747
believable,A,MP,0.00000745
carefully,R,MP,0.00000743
german,A,MP,0.00000737
suspenseful,A,MP,0.00000729
violent,A,MP,0.00000728
4th,A,MP,0.00000713
out-of-town,A,MP,0.00000712
masterful,A,MP,0.00000709
fast,A,MP,0.00000707
peaceful,A,MP,0.00000705
inner,A,MP,0.00000701
delicate,A,MP,0.00000693
short,A,MP,0.00000692
inspirational,A,MP,0.00000686
culinary,A,MP,0.00000685
roasted,A,MP,0.00000685
terrifying,A,MP,0.00000684
exactly,R,MP,0.00000683
early,R,MP,0.0000068
soft,A,MP,0.00000676
sharp,A,MP,0.00000675
entertaining,A,MP,0.00000672
genuinely,R,MP,0.00000672
fortunate,A,MP,0.00000671
grateful,A,MP,0.00000671
particular,A,MP,0.00000666
smaller,A,MP,0.00000663
50th,A,MP,0.00000662
40th,A,MP,0.00000661
handy,A,MP,0.0000066
animated,A,MP,0.00000658
individual,A,MP,0.00000653
gentle,A,MP,0.00000651
silent,A,MP,0.00000651
historical,A,MP,0.00000648
appropriate,A,MP,0.00000646
unpretentious,A,MP,0.00000645
adventurous,A,MP,0.00000641
colorful,A,MP,0.00000641
formal,A,MP,0.00000637
japanese,A,MP,0.00000637
wireless,A,MP,0.00000636
public,A,MP,0.0000063
practical,A,MP,0.00000629
essential,A,MP,0.00000624
deliciously,R,MP,0.00000618
separate,A,MP,0.00000616
succulent,A,MP,0.00000616
surprised,A,MP,0.00000615
personally,R,MP,0.00000609
happily,R,MP,0.00000605
passionate,A,MP,0.00000605
above,R,MP,0.00000604
bleak,A,MP,0.00000601
frequently,R,MP,0.000006
20th,A,MP,0.00000599
financial,A,MP,0.00000599
innocent,A,MP,0.00000599
uplifting,A,MP,0.00000596
wrenching,A,MP,0.00000596
definately,R,MP,0.00000594
nevertheless,R,MP,0.00000588
comfy,A,MP,0.00000587
kind,A,MP,0.00000585
nonetheless,R,MP,0.00000584
surreal,A,MP,0.00000583
extra,A,MP,0.00000582
balanced,A,MP,0.00000579
east,A,MP,0.00000579
spiritual,A,MP,0.00000578
sensitive,A,MP,0.00000576
tasteful,A,MP,0.0000057
tastefully,R,MP,0.00000568
accurate,A,MP,0.00000567
profound,A,MP,0.00000566
chic,A,MP,0.00000565
tart,A,MP,0.00000563
pleasurable,A,MP,0.00000559
fast,R,MP,0.00000553
10th,A,MP,0.00000547
locally,R,MP,0.00000542
cheerful,A,MP,0.00000541
stellar,A,MP,0.00000541
comic,A,MP,0.0000054
spanish,A,MP,0.00000539
chilean,A,MP,0.00000538
greek,A,MP,0.00000538
poached,A,MP,0.00000535
delightfully,R,MP,0.00000533
southern,A,MP,0.00000533
alike,R,MP,0.00000532
hearted,A,MP,0.00000532
successful,A,MP,0.0000053
creamy,A,MP,0.00000529
directorial,A,MP,0.00000527
obtrusive,A,MP,0.00000525
fictional,A,MP,0.00000523
luxurious,A,MP,0.00000522
responsive,A,MP,0.00000522
crispy,A,MP,0.00000521
masterfully,R,MP,0.0000052
relevant,A,MP,0.0000052
slight,A,MP,0.00000518
addictive,A,MP,0.00000517
currently,R,MP,0.00000516
astonishing,A,MP,0.00000515
insightful,A,MP,0.00000515
frightening,A,MP,0.00000512
there,R,MP,0.0000051
adorable,A,MP,0.00000508
sensational,A,MP,0.00000506
braised,A,MP,0.00000498
sly,R,MP,0.00000497
complementary,A,MP,0.00000495
tender,A,MP,0.00000494
universal,A,MP,0.00000494
psychological,A,MP,0.00000493
nuanced,A,MP,0.00000492
30th,A,MP,0.00000491
inexpensive,A,MP,0.00000491
25th,A,MP,0.00000489
superior,A,MP,0.00000484
graciously,R,MP,0.00000482
reliable,A,MP,0.0000048
upbeat,A,MP,0.00000478
visually,R,MP,0.00000478
intriguing,A,MP,0.00000476
astounding,A,MP,0.00000475
mature,A,MP,0.00000474
legendary,A,MP,0.00000472
overwhelming,A,MP,0.00000472
decadent,A,MP,0.00000471
smoothly,R,MP,0.0000047
trendy,A,MP,0.00000469
greatly,R,MP,0.00000464
unpredictable,A,MP,0.00000461
exquisitely,R,MP,0.00000459
poetic,A,MP,0.00000459
bustling,A,MP,0.00000457
gritty,A,MP,0.00000453
fussy,A,MP,0.00000452
grand,A,MP,0.00000451
tense,A,MP,0.00000449
challenging,A,MP,0.00000447
nervous,A,MP,0.00000444
humorous,A,MP,0.00000443
detailed,A,MP,0.00000442
originally,R,MP,0.00000442
regardless,R,MP,0.00000439
appropriately,R,MP,0.00000438
quirky,A,MP,0.00000437
16th,A,MP,0.00000435
key,A,MP,0.00000433
lovable,A,MP,0.00000433
enormous,A,MP,0.00000431
moist,A,MP,0.00000427
elegantly,R,MP,0.00000426
festive,A,MP,0.00000426
cinematic,A,MP,0.00000425
rustic,A,MP,0.00000424
savory,A,MP,0.00000424
crusted,A,MP,0.00000423
seasoned,A,MP,0.00000416
smart,A,MP,0.00000416
hauntingly,R,MP,0.00000415
comfortably,R,MP,0.00000414
everywhere,R,MP,0.00000414
careful,A,MP,0.00000411
creatively,R,MP,0.00000411
flawlessly,R,MP,0.0000041
harrowing,A,MP,0.0000041
heartfelt,A,MP,0.00000409
bigger,A,MP,0.00000407
classical,A,MP,0.00000407
eerie,A,MP,0.00000407
exemplary,A,MP,0.00000406
spotless,A,MP,0.00000405
regularly,R,MP,0.00000404
cordial,A,MP,0.00000401
mexican,A,MP,0.000004
lonely,A,MP,0.00000399
intricate,A,MP,0.00000398
daily,R,MP,0.00000397
smoked,A,MP,0.00000395
priceless,A,MP,0.00000394
biblical,A,MP,0.00000393
impeccably,R,MP,0.00000393
quaint,A,MP,0.00000393
controversial,A,MP,0.00000391
ago,R,MP,0.0000039
gradually,R,MP,0.0000039
successfully,R,MP,0.0000039
glorious,A,MP,0.00000388
tight,A,MP,0.00000388
upper,A,MP,0.00000387
tremendously,R,MP,0.00000384
quite,R,MP,0.00000383
scenic,A,MP,0.00000383
useful,A,MP,0.00000383
8th,A,MP,0.00000382
acclaimed,A,MP,0.00000382
centrally,R,MP,0.00000382
unbeatable,A,MP,0.00000381
unexpectedly,R,MP,0.00000379
19th,A,MP,0.00000378
arguably,R,MP,0.00000376
first-rate,A,MP,0.00000376
seamless,A,MP,0.00000375
newly,R,MP,0.00000374
cool,A,MP,0.00000369
cleverly,R,MP,0.00000368
rewarding,A,MP,0.00000368
annual,A,MP,0.00000367
older,A,MP,0.00000365
jewish,A,MP,0.00000364
significant,A,MP,0.00000364
greater,A,MP,0.00000363
convincing,A,MP,0.00000361
thought-provoking,A,MP,0.00000361
educational,A,MP,0.00000357
vividly,R,MP,0.00000357
uniquely,R,MP,0.00000356
bold,A,MP,0.00000355
urban,A,MP,0.00000355
confident,A,MP,0.00000354
on-line,A,MP,0.00000353
common,A,MP,0.00000352
dietary,A,MP,0.00000352
spotlessly,R,MP,0.00000352
soothing,A,MP,0.00000351
stark,A,MP,0.00000351
18th,A,MP,0.0000035
celebrated,A,MP,0.00000349
effectively,R,MP,0.00000348
straightforward,A,MP,0.00000348
comforting,A,MP,0.00000347
comprehensive,A,MP,0.00000347
certain,A,MP,0.00000346
artfully,R,MP,0.00000344
instantly,R,MP,0.00000344
yes,R,MP,0.00000343
betrayal,A,MP,0.00000342
gladly,R,MP,0.00000338
striking,A,MP,0.00000338
respectful,A,MP,0.00000337
15th,A,MP,0.00000335
thorough,A,MP,0.00000335
refreshingly,R,MP,0.00000333
slowly,R,MP,0.00000333
frequent,A,MP,0.00000332
flavourful,A,MP,0.00000331
lush,A,MP,0.00000331
specially,R,MP,0.00000331
faint,A,MP,0.00000328
hesitant,A,MP,0.00000327
moving,A,MP,0.00000327
fable,A,MP,0.00000326
mysterious,A,MP,0.00000326
ruthless,A,MP,0.00000326
seared,A,MP,0.00000326
enthusiastic,A,MP,0.00000325
conventional,A,MP,0.00000324
northern,A,MP,0.00000322
talented,A,MP,0.00000322
precise,A,MP,0.00000321
immigrant,A,MP,0.00000317
informal,A,MP,0.00000317
equal,A,MP,0.00000315
rival,A,MP,0.00000315
sincere,A,MP,0.00000315
indoor,A,MP,0.00000314
king-sized,A,MP,0.00000314
quietly,R,MP,0.00000313
plenty,R,MP,0.00000312
aware,A,MP,0.00000311
sunny,A,MP,0.00000311
sleek,A,MP,0.0000031
dynamic,A,MP,0.00000309
eager,A,MP,0.00000309
irish,A,MP,0.00000308
thoughtfully,R,MP,0.00000308
subtly,R,MP,0.00000307
economic,A,MP,0.00000306
remarkably,R,MP,0.00000305
immediate,A,MP,0.00000304
raw,A,MP,0.00000304
daring,A,MP,0.00000303
ingenious,A,MP,0.00000303
notable,A,MP,0.00000301
freshly,R,MP,0.000003
beaten,A,MP,0.00000299
serene,A,MP,0.00000299
endearing,A,MP,0.00000298
loving,A,MP,0.00000298
12th,A,MP,0.00000297
differently,R,MP,0.00000297
golden,A,MP,0.00000296
vulnerable,A,MP,0.00000296
closer,R,MP,0.00000291
weekly,A,MP,0.00000291
fantastically,R,MP,0.0000029
unmatched,A,MP,0.00000289
chilling,A,MP,0.00000287
broad,A,MP,0.00000286
cultural,A,MP,0.00000286
national,A,MP,0.00000286
sumptuous,A,MP,0.00000286
worried,A,MP,0.00000285
nearby,R,MP,0.00000284
apprehensive,A,MP,0.00000283
black,A,MP,0.00000282
external,A,MP,0.00000282
17th,A,MP,0.00000281
roomy,A,MP,0.00000279
immaculate,A,MP,0.00000276
exotic,A,MP,0.00000275
theatrical,A,MP,0.00000275
defiantly,R,MP,0.00000274
richly,R,MP,0.00000274
charismatic,A,MP,0.00000273
fitting,A,MP,0.00000273
foreign,A,MP,0.00000273
tempting,A,MP,0.00000273
faithful,A,MP,0.00000272
skillfully,R,MP,0.00000272
sustainable,A,MP,0.00000272
captivating,A,MP,0.00000271
deep,R,MP,0.0000027
devastating,A,MP,0.0000027
heartily,R,MP,0.00000267
nowadays,R,MP,0.00000266
powerfully,R,MP,0.00000266
physical,A,MP,0.00000265
sometime,R,MP,0.00000265
all-around,A,MP,0.00000264
hospitable,A,MP,0.00000264
attractively,R,MP,0.00000263
seasonally,R,MP,0.00000263
inspired,A,MP,0.00000262
willing,A,MP,0.00000261
well-timed,A,MP,0.0000026
atmospheric,A,MP,0.00000259
critical,A,MP,0.00000259
influential,A,MP,0.00000259
flexible,A,MP,0.00000255
gifted,A,MP,0.00000255
south,A,MP,0.00000255
wealthy,A,MP,0.00000253
effortlessly,R,MP,0.00000252
hopeful,A,MP,0.00000252
unconventional,A,MP,0.00000251
troubled,A,MP,0.00000249
quintessential,A,MP,0.00000248
regional,A,MP,0.00000248
south,R,MP,0.00000247
superlative,A,MP,0.00000247
rural,A,MP,0.00000245
airy,A,MP,0.00000244
eccentric,A,MP,0.00000244
heartwarming,A,MP,0.00000243
readily,R,MP,0.00000243
chillingly,R,MP,0.00000242
complicated,A,MP,0.00000241
independent,A,MP,0.0000024
rarely,R,MP,0.00000239
evocative,A,MP,0.00000238
luscious,A,MP,0.00000238
prior,R,MP,0.00000238
11th,A,MP,0.00000237
international,A,MP,0.00000236
very,A,MP,0.00000236
anime,A,MP,0.00000235
playful,A,MP,0.00000235
sooner,R,MP,0.00000235
beloved,A,MP,0.00000234
considerate,A,MP,0.00000234
reliably,R,MP,0.00000234
blended,A,MP,0.00000233
magnificently,R,MP,0.00000233
mainstream,A,MP,0.00000233
valuable,A,MP,0.00000233
14th,A,MP,0.00000232
enthralling,A,MP,0.00000232
funky,A,MP,0.00000232
relatable,A,MP,0.00000232
active,A,MP,0.00000231
former,A,MP,0.00000231
vast,A,MP,0.00000231
fancy,A,MP,0.0000023
iconic,A,MP,0.00000229
unassuming,A,MP,0.00000229
low-key,A,MP,0.00000228
unknown,A,MP,0.00000227
marvellous,A,MP,0.00000226
60th,A,MP,0.00000225
african,A,MP,0.00000225
humble,A,MP,0.00000225
overbearing,A,MP,0.00000225
conflicted,A,MP,0.00000224
cosy,A,MP,0.00000224
breathtakingly,R,MP,0.00000223
dual,A,MP,0.00000223
shy,A,MP,0.00000223
distinct,A,MP,0.00000222
adrenaline,A,MP,0.00000221
damn,R,MP,0.00000221
24th,A,MP,0.0000022
apocalyptic,A,MP,0.0000022
stunningly,R,MP,0.0000022
70th,A,MP,0.00000219
relatively,R,MP,0.00000219
undoubtedly,R,MP,0.00000219
unhurried,A,MP,0.00000219
australian,A,MP,0.00000218
latest,A,MP,0.00000218
slightly,R,MP,0.00000217
unparalleled,A,MP,0.00000217
well-appointed,A,MP,0.00000217
delicately,R,MP,0.00000216
melancholy,A,MP,0.00000216
deluxe,A,MP,0.00000215
plush,A,MP,0.00000214
civil,A,MP,0.00000213
startling,A,MP,0.00000213
fifth,A,MP,0.00000212
invaluable,A,MP,0.00000212
6th,A,MP,0.00000211
finely,R,MP,0.0000021
29th,A,MP,0.00000209
approachable,A,MP,0.00000209
handsome,A,MP,0.00000209
femme,A,MP,0.00000208
whimsical,A,MP,0.00000208
well-informed,A,MP,0.00000207
ideally,R,MP,0.00000206
dazzling,A,MP,0.00000205
definitive,A,MP,0.00000205
exhilarating,A,MP,0.00000205
fabulously,R,MP,0.00000205
professionally,R,MP,0.00000204
grim,A,MP,0.00000203
personalized,A,MP,0.00000203
belgian,A,MP,0.00000202
deftly,R,MP,0.00000202
wise,A,MP,0.00000202
mouth-watering,A,MP,0.00000201
solicitous,A,MP,0.00000201
versatile,A,MP,0.00000201
neat,A,MP,0.000002
secluded,A,MP,0.000002
cuban,A,MP,0.00000198
marvelously,R,MP,0.00000198
residential,A,MP,0.00000198
convincingly,R,MP,0.00000197
industrial,A,MP,0.00000197
on-site,A,MP,0.00000196
seldom,R,MP,0.00000196
realistically,R,MP,0.00000195
respective,A,MP,0.00000195
turkish,A,MP,0.00000195
appreciative,A,MP,0.00000194
earlier,A,MP,0.00000194
martial,A,MP,0.00000194
quotable,A,MP,0.00000194
expansive,A,MP,0.00000193
80th,A,MP,0.00000191
conscious,A,MP,0.0000019
double,A,MP,0.0000019
unlimited,A,MP,0.0000019
mutual,A,MP,0.00000189
lyrical,A,MP,0.00000188
real,R,MP,0.00000188
simultaneously,R,MP,0.00000188
thankful,A,MP,0.00000188
distinctive,A,MP,0.00000187
gastronomic,A,MP,0.00000187
meticulously,R,MP,0.00000187
potent,A,MP,0.00000187
magic,A,MP,0.00000186
free,R,MP,0.00000185
societal,A,MP,0.00000185
intrigue,A,MP,0.00000184
28th,A,MP,0.00000183
lasting,A,MP,0.00000183
reluctant,A,MP,0.00000183
unconditional,A,MP,0.00000183
rough,A,MP,0.00000182
sensual,A,MP,0.00000182
utmost,A,MP,0.00000182
intuitive,A,MP,0.00000181
orphan,A,MP,0.00000181
refined,A,MP,0.00000181
35th,A,MP,0.0000018
incomparable,A,MP,0.0000018
courageous,A,MP,0.00000179
hypnotic,A,MP,0.00000179
nostalgic,A,MP,0.00000179
hysterical,A,MP,0.00000178
nightly,A,MP,0.00000178
portable,A,MP,0.00000178
twisted,A,MP,0.00000178
civilized,A,MP,0.00000177
modest,A,MP,0.00000177
fragile,A,MP,0.00000176
provocative,A,MP,0.00000176
reminiscent,A,MP,0.00000176
closely,R,MP,0.00000175
quality,A,MP,0.00000175
global,A,MP,0.00000174
meticulous,A,MP,0.00000173
rainy,A,MP,0.00000172
criminal,A,MP,0.00000171
north,A,MP,0.00000171
vintage,A,MP,0.00000171
gently,R,MP,0.0000017
interior,A,MP,0.0000017
radical,A,MP,0.00000169
tightly,R,MP,0.00000169
artistic,A,MP,0.00000167
monthly,A,MP,0.00000167
sinister,A,MP,0.00000167
palpable,A,MP,0.00000166
unsurpassed,A,MP,0.00000166
ethical,A,MP,0.00000165
sheer,A,MP,0.00000165
candid,A,MP,0.00000164
youthful,A,MP,0.00000164
asian,A,MP,0.00000163
22nd,A,MP,0.00000162
absorbing,A,MP,0.00000162
applicable,A,MP,0.00000162
deceptively,R,MP,0.00000162
effortless,A,MP,0.00000162
fourth,A,MP,0.00000162
panoramic,A,MP,0.00000162
rollercoaster,A,MP,0.00000162
intelligently,R,MP,0.00000161
parable,A,MP,0.00000161
crucial,A,MP,0.0000016
speechless,A,MP,0.0000016
inevitable,A,MP,0.00000159
breathless,A,MP,0.00000158
efficiently,R,MP,0.00000158
hands-down,A,MP,0.00000158
noir,A,MP,0.00000158
desolate,A,MP,0.00000157
eternal,A,MP,0.00000157
faultless,A,MP,0.00000157
unintrusive,A,MP,0.00000157
37th,A,MP,0.00000156
philosophical,A,MP,0.00000156
speedy,A,MP,0.00000156
7th,A,MP,0.00000155
direct,A,MP,0.00000155
stupendous,A,MP,0.00000155
uniformly,R,MP,0.00000155
unmissable,A,MP,0.00000155
muni,A,MP,0.00000154
eloquent,A,MP,0.00000153
secure,A,MP,0.00000153
victorian,A,MP,0.00000153
anxious,A,MP,0.00000152
manageable,A,MP,0.00000152
down-to-earth,A,MP,0.00000151
expert,A,MP,0.00000151
snowy,A,MP,0.00000151
steady,A,MP,0.00000151
taut,A,MP,0.00000151
u,A,MP,0.00000151
canadian,A,MP,0.0000015
cruel,A,MP,0.0000015
deserving,A,MP,0.0000015
heartbreakingly,R,MP,0.0000015
ours,A,MP,0.0000015
smartly,R,MP,0.0000015
compassionate,A,MP,0.00000149
darkly,R,MP,0.00000149
definetly,R,MP,0.00000149
hearty,A,MP,0.00000149
visceral,A,MP,0.00000149
26th,A,MP,0.00000148
horrifying,A,MP,0.00000148
lovingly,R,MP,0.00000148
rocky,A,MP,0.00000148
admirably,R,MP,0.00000147
bit,R,MP,0.00000147
eloquently,R,MP,0.00000147
interactive,A,MP,0.00000147
unflinching,A,MP,0.00000147
23rd,A,MP,0.00000146
pushy,A,MP,0.00000146
explosive,A,MP,0.00000145
polished,A,MP,0.00000145
throughly,R,MP,0.00000145
informed,A,MP,0.00000144
known,A,MP,0.00000144
minimalist,A,MP,0.00000144
nearby,A,MP,0.00000144
vicious,A,MP,0.00000144
vital,A,MP,0.00000144
27th,A,MP,0.00000143
dependable,A,MP,0.00000143
enigmatic,A,MP,0.00000143
hitchcockian,A,MP,0.00000143
immense,A,MP,0.00000143
north,R,MP,0.00000143
strict,A,MP,0.00000143
cynic,A,MP,0.00000142
earthy,A,MP,0.00000142
plenty,A,MP,0.00000142
supporting,A,MP,0.00000142
hectic,A,MP,0.00000141
immaculately,R,MP,0.00000141
biopic,A,MP,0.0000014
fierce,A,MP,0.0000014
kung,A,MP,0.0000014
pickled,A,MP,0.0000014
uncanny,A,MP,0.0000014
worthy,A,MP,0.0000014
darn,R,MP,0.00000139
dedicated,A,MP,0.00000139
expressive,A,MP,0.00000139
unjustly,A,MP,0.00000139
cheery,A,MP,0.00000138
discrete,A,MP,0.00000138
overnight,A,MP,0.00000138
artful,A,MP,0.00000137
